===== SNAPSHOT 2026-08-16T12:35:09.049903588Z =====
===== SNAPSHOT 2026-08-16T12:35:12.250345285Z =====
2026-08-16T12:35:12.631792578Z 2026-08-16T12:35:12.629497574Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018002/authentication-data/authentication-subscription |  |
2026-08-16T12:35:22.564355169Z 2026-08-16T12:35:22.563891079Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018082/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.566269739Z 2026-08-16T12:35:22.564643059Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018057/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.566289366Z 2026-08-16T12:35:22.565409746Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018046/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.652224439Z 2026-08-16T12:35:22.651051440Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018046/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.711894114Z 2026-08-16T12:35:22.710635854Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018082/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.712155093Z 2026-08-16T12:35:22.711964175Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018057/context-data/amf-3gpp-access |  |
2026-08-16T12:35:22.713098262Z 2026-08-16T12:35:22.712475073Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018046/am-data |  |
2026-08-16T12:35:22.775856247Z 2026-08-16T12:35:22.775516961Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018057, servingPlmnId: 20893
2026-08-16T12:35:22.778575485Z 2026-08-16T12:35:22.778445351Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018057/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.780616222Z 2026-08-16T12:35:22.780536442Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018082/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.843061359Z 2026-08-16T12:35:22.842262771Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018082/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.852447048Z 2026-08-16T12:35:22.851559053Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018057/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:22.853320455Z 2026-08-16T12:35:22.853081477Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018098/authentication-data/authentication-status |  |
2026-08-16T12:35:22.889333121Z 2026-08-16T12:35:22.888973066Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018082/am-data |  |
2026-08-16T12:35:22.951095448Z 2026-08-16T12:35:22.950496615Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018057/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:22.955090579Z 2026-08-16T12:35:22.952548673Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018067, servingPlmnId: 20893
2026-08-16T12:35:22.960863283Z 2026-08-16T12:35:22.960352656Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018067/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:22.962191043Z 2026-08-16T12:35:22.960871148Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018057/context-data/sdm-subscriptions |  |
2026-08-16T12:35:22.962208255Z 2026-08-16T12:35:22.961717705Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018076, servingPlmnId: 20893
2026-08-16T12:35:22.966315456Z 2026-08-16T12:35:22.966186965Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018076/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.005662315Z 2026-08-16T12:35:23.005255613Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018067/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.013003641Z 2026-08-16T12:35:23.012439373Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018076/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.023739161Z 2026-08-16T12:35:23.023237791Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018057/am-data |  |
2026-08-16T12:35:23.048199786Z 2026-08-16T12:35:23.047589111Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018063, servingPlmnId: 20893
2026-08-16T12:35:23.053560287Z 2026-08-16T12:35:23.052779713Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018063/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.055355382Z 2026-08-16T12:35:23.053363338Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018067, servingPlmnId: 20893
2026-08-16T12:35:23.055381742Z 2026-08-16T12:35:23.053369139Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018076, servingPlmnId: 20893
2026-08-16T12:35:23.111912883Z 2026-08-16T12:35:23.111359115Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018067/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.111938631Z 2026-08-16T12:35:23.111359155Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018076/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.115419117Z 2026-08-16T12:35:23.114981857Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018087/authentication-data/authentication-subscription |  |
2026-08-16T12:35:23.149019309Z 2026-08-16T12:35:23.148513601Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018076/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.151400143Z 2026-08-16T12:35:23.150828582Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018067/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.156308927Z 2026-08-16T12:35:23.153355198Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018076/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.156331179Z 2026-08-16T12:35:23.156156010Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018063/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.162393977Z 2026-08-16T12:35:23.161492857Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018076/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.162423131Z 2026-08-16T12:35:23.162042718Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018063, servingPlmnId: 20893
2026-08-16T12:35:23.163009210Z 2026-08-16T12:35:23.162657651Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018067/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.165373874Z 2026-08-16T12:35:23.165096435Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018087/authentication-data/authentication-subscription |  |
2026-08-16T12:35:23.169478040Z 2026-08-16T12:35:23.169286321Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018067/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.174027892Z 2026-08-16T12:35:23.173570634Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018063/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.207558413Z 2026-08-16T12:35:23.206952878Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018076/am-data |  |
2026-08-16T12:35:23.215581337Z 2026-08-16T12:35:23.215182720Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018067/am-data |  |
2026-08-16T12:35:23.246200150Z 2026-08-16T12:35:23.245168576Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018068, servingPlmnId: 20893
2026-08-16T12:35:23.247765194Z 2026-08-16T12:35:23.247326983Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018044, servingPlmnId: 20893
2026-08-16T12:35:23.251273312Z 2026-08-16T12:35:23.247773059Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018045, servingPlmnId: 20893
2026-08-16T12:35:23.251288531Z 2026-08-16T12:35:23.248061610Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018063/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.251292759Z 2026-08-16T12:35:23.248864776Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018068/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.252234524Z 2026-08-16T12:35:23.251519624Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018045/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.256634865Z 2026-08-16T12:35:23.252919449Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018044/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.261686628Z 2026-08-16T12:35:23.261468589Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018063/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.283391445Z 2026-08-16T12:35:23.282290401Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018063/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.295988666Z 2026-08-16T12:35:23.295815231Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018093/authentication-data/authentication-subscription |  |
2026-08-16T12:35:23.304132085Z 2026-08-16T12:35:23.303530577Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018045/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.306021218Z 2026-08-16T12:35:23.305737305Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018044/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.313840168Z 2026-08-16T12:35:23.313551537Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018068/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.325203145Z 2026-08-16T12:35:23.322005980Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018063/am-data |  |
2026-08-16T12:35:23.353506085Z 2026-08-16T12:35:23.353183871Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018068, servingPlmnId: 20893
2026-08-16T12:35:23.356404549Z 2026-08-16T12:35:23.355982858Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018045, servingPlmnId: 20893
2026-08-16T12:35:23.361247971Z 2026-08-16T12:35:23.356299502Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018071, servingPlmnId: 20893
2026-08-16T12:35:23.361265514Z 2026-08-16T12:35:23.356563297Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018059/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.361271265Z 2026-08-16T12:35:23.355702473Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018044, servingPlmnId: 20893
2026-08-16T12:35:23.362917983Z 2026-08-16T12:35:23.362513654Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018044/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.366613432Z 2026-08-16T12:35:23.365510975Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018045/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.366629572Z 2026-08-16T12:35:23.365889995Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018071/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.366633299Z 2026-08-16T12:35:23.366025129Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018068/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.373207346Z 2026-08-16T12:35:23.366286349Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018059/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.373235168Z 2026-08-16T12:35:23.369340686Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018044/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.373240017Z 2026-08-16T12:35:23.371791852Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018093/authentication-data/authentication-subscription |  |
2026-08-16T12:35:23.389293308Z 2026-08-16T12:35:23.388765008Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018044/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.391656620Z 2026-08-16T12:35:23.391214812Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018068/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.392183879Z 2026-08-16T12:35:23.391872284Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018045/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.429910348Z 2026-08-16T12:35:23.428138186Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018059/am-data |  |
2026-08-16T12:35:23.443245853Z 2026-08-16T12:35:23.442171840Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018044/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.445470214Z 2026-08-16T12:35:23.444664403Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018068/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.445493468Z 2026-08-16T12:35:23.444838951Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018045/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.447894340Z 2026-08-16T12:35:23.447139484Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018071/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.449262926Z 2026-08-16T12:35:23.448975116Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018030/authentication-data/authentication-status |  |
2026-08-16T12:35:23.460048259Z 2026-08-16T12:35:23.459516833Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018090/authentication-data/authentication-status |  |
2026-08-16T12:35:23.462519693Z 2026-08-16T12:35:23.460150812Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018071, servingPlmnId: 20893
2026-08-16T12:35:23.462540271Z 2026-08-16T12:35:23.460230772Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018068/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.462546533Z 2026-08-16T12:35:23.460185707Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018045/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.473163681Z 2026-08-16T12:35:23.468913542Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018071/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.518528634Z 2026-08-16T12:35:23.516154402Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018065, servingPlmnId: 20893
2026-08-16T12:35:23.525426477Z 2026-08-16T12:35:23.518806815Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018071/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.525456484Z 2026-08-16T12:35:23.522477648Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018065/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.613737326Z 2026-08-16T12:35:23.612608109Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018071/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.620029935Z 2026-08-16T12:35:23.618347530Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018045/am-data |  |
2026-08-16T12:35:23.620766657Z 2026-08-16T12:35:23.620526036Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018044/am-data |  |
2026-08-16T12:35:23.620873106Z 2026-08-16T12:35:23.620776866Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018039/authentication-data/authentication-status |  |
2026-08-16T12:35:23.628433804Z 2026-08-16T12:35:23.627503269Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018068/am-data |  |
2026-08-16T12:35:23.648548550Z 2026-08-16T12:35:23.644643848Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018065/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.660280819Z 2026-08-16T12:35:23.659036095Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018071/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.709682951Z 2026-08-16T12:35:23.703547807Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018065, servingPlmnId: 20893
2026-08-16T12:35:23.711653977Z 2026-08-16T12:35:23.711324920Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018061, servingPlmnId: 20893
2026-08-16T12:35:23.715180770Z 2026-08-16T12:35:23.713097895Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018080, servingPlmnId: 20893
2026-08-16T12:35:23.716967660Z 2026-08-16T12:35:23.716510714Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018080/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.721454133Z 2026-08-16T12:35:23.717170801Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018036, servingPlmnId: 20893
2026-08-16T12:35:23.722614969Z 2026-08-16T12:35:23.722176176Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018036/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.730046975Z 2026-08-16T12:35:23.729533873Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018065/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.771420754Z 2026-08-16T12:35:23.771147822Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018080/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.776363311Z 2026-08-16T12:35:23.774448160Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018065/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.781830603Z 2026-08-16T12:35:23.781562119Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018061/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.858667957Z 2026-08-16T12:35:23.855917610Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018080, servingPlmnId: 20893
2026-08-16T12:35:23.913520138Z 2026-08-16T12:35:23.912277338Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018080/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.913548742Z 2026-08-16T12:35:23.912398254Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018065/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.914320158Z 2026-08-16T12:35:23.914112489Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018071/am-data |  |
2026-08-16T12:35:23.916655959Z 2026-08-16T12:35:23.915632289Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018099/authentication-data/authentication-subscription |  |
2026-08-16T12:35:23.921399272Z 2026-08-16T12:35:23.920135122Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018036/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.921408089Z 2026-08-16T12:35:23.920215804Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018061/context-data/amf-3gpp-access |  |
2026-08-16T12:35:23.923173189Z 2026-08-16T12:35:23.922613849Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018065/context-data/sdm-subscriptions |  |
2026-08-16T12:35:23.925201311Z 2026-08-16T12:35:23.925104670Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018080/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:23.933911964Z 2026-08-16T12:35:23.933454226Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018036, servingPlmnId: 20893
2026-08-16T12:35:23.933933224Z 2026-08-16T12:35:23.933646466Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018061, servingPlmnId: 20893
2026-08-16T12:35:23.936953297Z 2026-08-16T12:35:23.936505527Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018099/authentication-data/authentication-subscription |  |
2026-08-16T12:35:23.938766206Z 2026-08-16T12:35:23.938460623Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018080/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:23.939461921Z 2026-08-16T12:35:23.939170244Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018036/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.939751965Z 2026-08-16T12:35:23.939356233Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018061/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:23.951213906Z 2026-08-16T12:35:23.950863008Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018080/context-data/sdm-subscriptions |  |
